dim_1,dim_2,dim_3,point_type,cluster_id
15.520732887968983,-6.529350767013554,-4.289116471336261,background,
-1.5368775205940892,5.775509766418772,-2.05928618215237,background,
-12.884339574344,18.893143165803977,12.962680339397629,background,
-6.096914306131719,12.741302492158937,-3.2963205272827167,background,
6.586339726337478,-7.738816391934362,-13.723031630247963,background,
-17.14747956161943,-2.7240807764314354,-1.912029088033293,background,
-11.077449500903068,-13.569703572807278,-6.922130385290423,background,
-12.214642842154952,-1.1535003277436857,-17.536271212260676,background,
-3.8544275906657575,-0.9127197670122911,-13.62159031991903,background,
-17.10449598263365,10.121075561676783,-1.1305713513385243,background,
-17.458793484618713,3.858340888839578,18.223187595846902,background,
-4.613498349926637,12.68717123907664,7.939913683371124,background,
-11.656917267071517,7.006035858302845,-0.19680356760461137,background,
-17.091864623307433,-7.411420273237418,0.4639624206682136,background,
13.556593225198384,7.844488709535611,-13.66400445323157,background,
-8.662314984676875,-6.663223653356432,-19.72263599053621,background,
-15.772402359187998,-13.911191775349101,-19.806728203904772,background,
-0.6224712317908434,-14.85402350078588,16.04253141335331,background,
17.625913172854183,19.6754430090961,-8.417929373644387,background,
-7.93577999096069,7.135454346236042,17.406984445789824,background,
-16.970150754911835,-5.754328071697895,15.599030276575228,background,
9.616092721779186,19.677033374892808,-4.8402264880136325,background,
-10.140382591361107,-8.64022041840193,-11.891828922360723,background,
-19.830060577977726,-19.787215451496785,16.175829460582804,background,
18.9448121318666,-19.23701267813312,12.966558116368617,background,
13.683504683061855,1.8266945612091412,14.832013502740452,background,
-2.744674583848166,15.80377310831905,14.608902930756194,background,
7.999551526831922,-19.791449205901625,5.232210634013086,background,
18.69303620964824,-17.84780369819218,2.3035413576862425,background,
-4.67707760333278,15.926418590838281,4.72545685282244,background,
14.108673948285713,-14.643271964323294,3.2848063765844735,background,
-18.96908813788977,-10.698355113749622,-2.8758552396945447,background,
16.045685124266498,-4.400781657496111,10.363281242393775,background,
-15.618018400740969,14.74382925045309,17.941191964057396,background,
13.356729772382742,-19.914673916370393,-4.805881138120958,background,
7.555960234666873,16.387255062512168,9.935374801875302,background,
6.897181232425854,-18.33222689145508,13.057407330110685,background,
-1.1721813327351605,5.3925685913326085,-8.807586904360193,background,
-6.645993377174717,-0.12836623555990556,16.603093897509062,background,
19.141796628926507,-18.224004636616485,8.41084038633511,background,
-9.561341736138044,-5.1054668820878,-7.906103079796152,background,
-13.489010098890306,-15.802687418374335,16.204980770389803,background,
-11.683799696344623,10.451655733374938,4.104499974817042,background,
-3.754748051619515,-4.361356420862403,17.553913010961224,background,
-8.775838132209689,-15.415391324669226,-0.029578679002533192,background,
13.484996465962602,19.912789732091213,11.976888230454747,background,
-14.615032341915754,-19.395965790208145,18.83666395926752,background,
7.340585091827698,9.700651628730206,3.2483050361740986,background,
-13.692515722116623,9.842157220525124,-13.141592950621558,background,
-5.277306276058077,13.961505150676224,-11.6201360220138,background,
-2.1974178732104797,16.861315787840176,-19.27395452147848,background,
0.21152292054715716,-12.915097158339584,7.52909960650301,background,
19.172228884628993,-8.537899165001864,7.1464105263839315,background,
-18.76126926058467,3.6601195503186545,-17.119583137665558,background,
9.533358285711078,12.103635106062526,0.7470529170167239,background,
17.8290191734592,-11.693870797969348,-15.747849155701514,background,
5.371269545188699,-10.026491884961155,-16.93416962735784,background,
3.236380900913467,-15.766048811381426,-8.352868574563992,background,
-0.8102168787513939,-17.834888890293836,5.4235714663143355,background,
-11.262490680186144,-15.455651972570642,-13.783236791464857,background,
-2.644716365629005,18.272936068999257,0.49441240445618817,background,
19.825164226078407,-17.601138078821663,-7.1317867806577695,background,
-14.209146092895697,16.247525492174205,-4.270380534844186,background,
1.9709221203514176,-5.4277704826020425,3.5444926193380084,background,
11.242453895753371,15.678225410757697,15.945609510889476,background,
-8.031125679619517,8.329139324218357,9.210399135059294,background,
5.351024345043605,13.655486430534431,13.226518935679891,background,
16.262249531097012,-10.492539997209583,15.385080938549073,background,
14.541558031132404,10.497801976468292,0.7273686327958089,background,
-5.27117498348745,18.99394935626775,19.8515726070317,background,
-9.17760311917931,18.114679059788166,-18.64809559820278,background,
12.806385460277461,16.601092982815885,-3.510710969517792,background,
-12.310200731254476,-13.457492850814056,11.990382593306904,background,
-11.221556389074054,-7.472236263648263,0.9396066051073859,background,
-15.378470877387308,19.04187795102193,-12.20908885098591,background,
6.894001633347976,10.148636242100288,-15.920037957532003,background,
2.3227017634270375,-10.65579127322199,4.388011630647984,background,
-6.267847138053991,1.162605648828638,-5.236902194514723,background,
-9.845607978729852,-7.578631635972952,15.476254147198503,background,
-16.034889646866123,-5.475384909639649,4.670723621841834,background,
2.7650592132699714,2.287541759496861,-12.73961625789898,background,
7.7484721286146225,-13.095424162426017,9.033933290891156,background,
11.509610407631339,6.524936300310948,1.9854437700280485,background,
5.106059456393307,11.951488527317142,18.08055924764212,background,
-4.003879305962004,5.403180085793835,10.254035558021005,background,
-13.359191498064927,-15.551279861992686,0.2683043833492995,background,
-7.3752602927648105,-3.9135676747384736,5.887075636079754,background,
-4.208437028556787,1.8279033872456907,6.592343777559499,background,
0.01369597038589987,11.260605946863521,9.135261981186986,background,
19.175877495061712,6.367008135389941,7.589143861178471,background,
-6.998981697803174,3.279342803498416,-18.477789857946444,background,
-11.18404683792563,-10.116085812435687,9.071903137001943,background,
3.175110159420413,6.363348396807275,13.968650361177538,background,
10.703015964994876,13.099018209160661,-18.108067048016743,background,
-8.573138584325616,-0.14330503568825392,-1.2478138852947964,background,
-7.490346859028927,-2.531602191029336,10.10209569683844,background,
11.046082039584661,-6.932064831044373,15.884276579473642,background,
7.34747526271487,-15.420758716199106,5.112368216531181,background,
3.3116442401163155,-16.269498347022406,17.984290146635765,background,
18.27890019465284,15.554485571959106,11.963246707180666,background,
-0.27146170950525317,-0.30061434903832307,-6.655726753960138,background,
0.47853009304470007,-16.348179059623057,-13.563427466051738,background,
