dim_1,dim_2,dim_3
15.520732887968983,-6.529350767013554,-4.289116471336261
-1.5368775205940892,5.775509766418772,-2.05928618215237
-12.884339574344,18.893143165803977,12.962680339397629
-6.096914306131719,12.741302492158937,-3.2963205272827167
6.586339726337478,-7.738816391934362,-13.723031630247963
-17.14747956161943,-2.7240807764314354,-1.912029088033293
-11.077449500903068,-13.569703572807278,-6.922130385290423
-12.214642842154952,-1.1535003277436857,-17.536271212260676
-3.8544275906657575,-0.9127197670122911,-13.62159031991903
-17.10449598263365,10.121075561676783,-1.1305713513385243
-17.458793484618713,3.858340888839578,18.223187595846902
-4.613498349926637,12.68717123907664,7.939913683371124
-11.656917267071517,7.006035858302845,-0.19680356760461137
-17.091864623307433,-7.411420273237418,0.4639624206682136
13.556593225198384,7.844488709535611,-13.66400445323157
-8.662314984676875,-6.663223653356432,-19.72263599053621
-15.772402359187998,-13.911191775349101,-19.806728203904772
-0.6224712317908434,-14.85402350078588,16.04253141335331
17.625913172854183,19.6754430090961,-8.417929373644387
-7.93577999096069,7.135454346236042,17.406984445789824
-16.970150754911835,-5.754328071697895,15.599030276575228
9.616092721779186,19.677033374892808,-4.8402264880136325
-10.140382591361107,-8.64022041840193,-11.891828922360723
-19.830060577977726,-19.787215451496785,16.175829460582804
18.9448121318666,-19.23701267813312,12.966558116368617
13.683504683061855,1.8266945612091412,14.832013502740452
-2.744674583848166,15.80377310831905,14.608902930756194
7.999551526831922,-19.791449205901625,5.232210634013086
18.69303620964824,-17.84780369819218,2.3035413576862425
-4.67707760333278,15.926418590838281,4.72545685282244
14.108673948285713,-14.643271964323294,3.2848063765844735
-18.96908813788977,-10.698355113749622,-2.8758552396945447
16.045685124266498,-4.400781657496111,10.363281242393775
-15.618018400740969,14.74382925045309,17.941191964057396
13.356729772382742,-19.914673916370393,-4.805881138120958
7.555960234666873,16.387255062512168,9.935374801875302
6.897181232425854,-18.33222689145508,13.057407330110685
-1.1721813327351605,5.3925685913326085,-8.807586904360193
-6.645993377174717,-0.12836623555990556,16.603093897509062
19.141796628926507,-18.224004636616485,8.41084038633511
-9.561341736138044,-5.1054668820878,-7.906103079796152
-13.489010098890306,-15.802687418374335,16.204980770389803
-11.683799696344623,10.451655733374938,4.104499974817042
-3.754748051619515,-4.361356420862403,17.553913010961224
-8.775838132209689,-15.415391324669226,-0.029578679002533192
13.484996465962602,19.912789732091213,11.976888230454747
-14.615032341915754,-19.395965790208145,18.83666395926752
7.340585091827698,9.700651628730206,3.2483050361740986
-13.692515722116623,9.842157220525124,-13.141592950621558
-5.277306276058077,13.961505150676224,-11.6201360220138
-2.1974178732104797,16.861315787840176,-19.27395452147848
0.21152292054715716,-12.915097158339584,7.52909960650301
19.172228884628993,-8.537899165001864,7.1464105263839315
-18.76126926058467,3.6601195503186545,-17.119583137665558
9.533358285711078,12.103635106062526,0.7470529170167239
17.8290191734592,-11.693870797969348,-15.747849155701514
5.371269545188699,-10.026491884961155,-16.93416962735784
3.236380900913467,-15.766048811381426,-8.352868574563992
-0.8102168787513939,-17.834888890293836,5.4235714663143355
-11.262490680186144,-15.455651972570642,-13.783236791464857
