dim_1,dim_2,dim_3,cluster_id
4.471304149865472,-6.038405389301942,0.04056060214439389,cluster_0
4.520368482528149,-6.494911665376593,-0.5385125096703111,cluster_0
5.136029966866542,-6.949129989945358,-0.4173941453115219,cluster_0
5.1263489038114525,-5.629180478698274,-0.4877937577786753,cluster_0
5.09699422551788,-6.419993230218197,-0.20740120150295088,cluster_0
5.10559133769726,-6.3247865586565455,0.26501348207432357,cluster_0
4.460831629347355,-6.2500697203974624,-0.2191613239815417,cluster_0
4.972285034170481,-6.414678096157512,-0.35697639410505133,cluster_0
5.135975157289357,-5.7786320588490465,0.30649418102725073,cluster_0
4.643974229333688,-5.276902508602253,0.20721543819097982,cluster_0
5.148522703980872,-6.194280482454,0.47664339325270744,cluster_0
4.724675209897268,-5.893635640965605,-0.19640080298701354,cluster_0
4.941078021475751,-5.726939275251603,0.24632885471587146,cluster_0
4.746542572483355,-6.276935352198428,-0.0611348066419721,cluster_0
5.130814208461184,-5.6144960341597745,0.48942712858212545,cluster_0
4.8577999486300545,-5.118109665087278,-0.07703979126335708,cluster_0
4.8750835138111634,-5.129073328544063,0.42143202872079566,cluster_0
5.850210403699271,-5.35016343893946,-0.07711959283641542,cluster_0
5.439042053782237,-5.587948013069058,0.5405386454665179,cluster_0
5.373507631413293,-5.763754275087075,0.19156464906538556,cluster_0
4.952339392702456,-5.63633900056891,0.28865839106815483,cluster_0
5.49850831976741,-5.067058173021339,-0.06818238846939606,cluster_0
5.401017412783451,-5.807049306191772,0.5154640594377596,cluster_0
5.777460050665377,-6.001975498085581,0.48585094868039297,cluster_0
5.156660201481361,-5.915831402777945,0.4934041987198903,cluster_0
4.6128803747835025,-5.75795184588947,-0.48762715852619165,cluster_0
4.599665581173162,-5.036509464709262,0.2254651109413313,cluster_0
5.099957591075298,-5.519015747028926,-0.050492964670172225,cluster_0
4.829052063688275,-5.654230028855007,0.5751818648683259,cluster_0
5.048016839706828,-5.33666483091348,0.3752433941340425,cluster_0
5.494710072085651,-4.960105374042973,0.07002893856909534,cluster_0
5.494332656165745,-5.791875647690191,-0.7098929460153331,cluster_0
4.625836745790419,-5.902174674708061,-0.8112366185221545,cluster_0
5.222662444005006,-5.136662453698512,-0.15723636462706775,cluster_0
4.898963582989173,-5.562930217098852,0.18321981534469278,cluster_0
5.3867491171860316,-4.735074544666696,0.11406882145139757,cluster_0
4.824175869475003,-5.550814900284605,0.45372084883495506,cluster_0
4.5975070512081,-5.594775240122438,-0.12940573460673932,cluster_0
4.903015588757433,-5.347157330486993,0.5279579817338969,cluster_0
5.1596269168160065,-5.616824617090621,0.12108340287484315,cluster_0
4.92143301978568,-4.967597656748629,0.06593972832083311,cluster_0
5.000188488996518,-4.879076524940382,0.3981908219184893,cluster_0
5.504290616771114,-4.937022199069443,0.4236054722201722,cluster_0
4.997531853842497,-4.9244338437216335,0.43974926509414064,cluster_0
4.626035762852855,-4.768969052351557,0.45030202813810727,cluster_0
5.390271498209908,-5.562943051185628,0.3065391389316119,cluster_0
