dim_1,dim_2,dim_3,point_type,cluster_id
-1.6035445635807406,-15.652424760940553,-5.391758791695803,background,
-19.053852300644863,1.0106399594046387,13.652534303771368,background,
15.222523397054317,-13.935595757581059,-13.969630013524469,background,
12.411629289596448,13.53476788685228,-6.322786605005412,background,
-0.4224212232300353,19.35761733469488,19.23706406589858,background,
-17.74409690529627,6.53265517284359,-15.418765725948358,background,
13.127124459893999,-16.5398136595428,14.901561691377687,background,
2.783871365522206,-3.654293260008302,-4.6219245443157675,background,
5.121269122082634,-14.655227130691522,13.650536555558233,background,
9.013867791474006,-7.023179539201578,-10.056060255234911,background,
16.090944572680876,18.83805372185676,15.388862448332652,background,
-16.220779547077647,16.621196360285268,12.851780249489664,background,
-17.55966265619355,-13.163732690371228,18.884519356183198,background,
-4.324902875571329,19.390844695282027,4.67082785442544,background,
-19.91654729152671,8.469879914408999,-9.215600204330471,background,
-16.84270849141489,-1.0090171623464492,-13.418559695539898,background,
-16.546175312628023,-0.3832573167372608,-18.99621073681758,background,
4.745437095295596,8.771781446732511,-15.96618514829251,background,
-5.0596799502650605,-16.697509045675773,18.549158016932445,background,
-16.195596251157014,11.07965060911173,-12.60229657622633,background,
8.566463389978544,12.190632853588447,-6.897559600739562,background,
-19.874234163732673,-4.6521390841329335,-12.25102818092267,background,
-10.752386600341183,-4.073226634155237,-8.318852097543466,background,
11.020927573312992,11.244938291202594,7.208515415568687,background,
-7.779107944671274,6.178002864682632,18.044138547301166,background,
-2.707512365962657,14.085156271000258,-9.223538231628673,background,
8.476922642684368,15.466972906620597,-19.831128885648237,background,
-10.41367859137701,16.929920486690207,9.33201628367259,background,
16.294714324588078,2.445125912098163,15.126397471869481,background,
10.299017019869087,-11.57842620228874,10.436732519011343,background,
14.316876749093566,-10.854609222595496,1.6384675349925857,background,
8.074135628085884,2.5905639792113107,-6.491014904929946,background,
-0.9567321806886007,-6.220313993451185,-6.4341685723869535,background,
1.8084455030598967,4.076967026242706,9.159559182288177,background,
-18.66363947151875,4.908645090616339,19.206641146831444,background,
-7.115200846065219,-8.056288933305002,4.450352243956537,background,
9.031246754655804,0.08506002061381679,-1.176433444089497,background,
-5.968290154466999,-15.590907198615302,-16.832708406247548,background,
-17.758927351839873,-9.12646574709212,-16.394433256296686,background,
4.290257018365455,17.867834636629752,10.478970447891612,background,
-1.816875688871427,4.021126274101135,-11.212883042111375,background,
4.650237832058004,3.0978299000505594,18.982951978800635,background,
-7.2316902262736384,2.32695716525847,6.818017559128915,background,
16.65102411102852,3.936779830325502,9.384096584299805,background,
0.17458929376829602,-12.457479108360996,7.943759884334483,background,
10.769541940138332,15.585185030451505,4.397814250209592,background,
-14.378236424621097,-7.3856368873302,-19.53276325597183,background,
13.51665709992907,-0.7425874453883239,9.010307414394717,background,
-14.08189463662939,-11.91563892062424,8.680529638913196,background,
4.034573983684943,5.141312919820397,4.342045030337687,background,
6.996588418175737,-18.394443645392702,-5.07081589917599,background,
-16.912296864299247,12.478071509253333,-18.21829232536252,background,
-6.3354673145227025,9.894828234303308,-19.23443300355001,background,
10.874503433159184,-12.713200551731436,-6.137152494325996,background,
-0.7892537556026902,-5.941787838844252,11.967964774439409,background,
-14.451065788561541,-2.055225306794629,-0.6676363698555541,background,
-9.860119251660478,16.800124700726755,-9.8614375435539,background,
8.312005271202061,0.09597172045108238,-18.961048016310862,background,
1.7843965930327776,-18.282093884795763,15.019310884710919,background,
-15.630955039589649,-15.199944012705341,0.05325460832873219,background,
-1.7013476251859458,13.369157247669385,9.368044209229911,background,
9.270988889097175,0.17978066738008636,5.065741847381432,background,
1.4509664785402308,-1.8327395129135695,6.127706778810591,background,
18.92640473254265,-7.965995451165103,-12.354499073106027,background,
-3.4109479964777556,13.714452503626127,16.0146879084176,background,
-6.323113513883447,-13.425620869493216,10.703549916892285,background,
-5.17509406024538,-5.226121372615387,14.015939663361408,background,
0.12522279764004907,-11.439186487793457,18.23850686227963,background,
-14.422875606032548,16.317013380354425,-5.1632027434341765,background,
-16.42589300757132,-16.898577808238468,-11.624695649161158,background,
12.43681616372573,-19.663542357502358,6.100676352420095,background,
15.292198430327346,-1.7362401839777988,18.89011841023884,background,
16.838344004707814,-5.751462702055555,3.522514877671018,background,
-8.982562234294459,18.154134296073032,16.389664555676127,background,
7.369459133927059,18.199979575456176,16.0253837899347,background,
-19.003808692288633,0.10313863466149797,17.99849872651206,background,
-7.822728277196349,2.0964248929010196,-4.407012874380211,background,
19.975061192224494,1.0345384353351825,-16.05975878182688,background,
-18.46033497598794,-10.532084168646335,12.329263235145767,background,
18.89253359329978,13.977137293321817,-18.823839449278296,background,
