dim_1,dim_2,dim_3,point_type,cluster_id
13.49517689734138,-3.9119826952292627,-11.907977806942046,background,
-12.177839209302249,8.707378043977414,-15.44523951106183,background,
5.9694921740046,-12.018102237149769,14.674885697076206,background,
3.6801897301652104,7.117526172292994,12.099284135319131,background,
-10.001739179237696,-19.03900988285324,19.93970365336512,background,
-16.647221397666392,-3.5957549021824953,2.1611444145270227,background,
12.612175260960655,-8.793601752445262,-12.926041918005344,background,
-12.084535952539577,-7.22605793249449,19.57317058918106,background,
10.702494000619108,-16.38769704685924,-7.039467401911459,background,
13.958157385758561,2.676593714265799,3.405835946266617,background,
1.1117887873082957,19.123585811282872,8.369497536232643,background,
-6.195585288814964,16.555255549695197,19.067738545787748,background,
7.989686901450732,-0.4400942496486273,-19.31951688680655,background,
6.872966067663867,-3.649887506040667,3.4672141668677803,background,
-17.869603619967695,-2.0973064146708253,-17.466074584646492,background,
-18.830956655015946,1.2637403534560363,17.162875283570457,background,
-5.278888148351868,1.1001101984859858,4.382900616793265,background,
-0.3728273465770293,9.044493420257904,5.1978782807330575,background,
7.327422619251088,9.328988684093574,-1.3034556551530763,background,
2.756922075730145,-16.54151555621587,4.049576638152338,background,
-14.686337101777177,16.832094902898213,-1.7262698965058867,background,
-3.445584775076142,3.6952073556841434,13.85916295238875,background,
9.33421905214309,-9.68054389790443,-1.8834203074798168,background,
-2.5423825676901366,-3.453743537934674,14.746907383077648,background,
-14.76058285267802,19.14634804469773,-11.87158834068474,background,
16.84416123569777,-10.171246292010498,-5.344798666439733,background,
-14.276250686228336,-9.662421630163273,-1.7378115094217748,background,
-3.7462162449158214,-17.619969416494573,3.0609123284535613,background,
14.66936747227436,-5.260742214151168,3.1980072132531276,background,
-17.81750315982641,6.637096128277541,16.897370430337006,background,
-2.107000658204278,-17.324109817310543,-5.848535928824589,background,
-16.290464209636703,-13.918664005576895,-3.3797128907791034,background,
2.6017393659163943,-11.949321353110939,-13.087539483016947,background,
19.796792614699264,-5.873804145297772,12.991825171984026,background,
-14.368426102597347,11.934499871606505,6.479907018341432,background,
-2.2205198064438108,8.997178520362176,-17.1842381400285,background,
-18.607709701459246,17.573020402851533,9.409805401939494,background,
17.950171597818738,3.701540365631356,8.066852207031712,background,
-3.307773378044004,18.467987507330584,-4.084373139848715,background,
13.5980057645571,5.463239536140385,9.590121108248102,background,
-10.507970102528223,12.221213899149205,-0.27083511164958196,background,
11.82344868521017,19.561161649094217,8.195271159516672,background,
19.758097024251953,-13.011711704079453,9.846922764068992,background,
-11.881762581703708,-1.5644711870970518,-15.61997645252771,background,
-16.018474177057982,8.680159689160867,-7.8421125224133235,background,
2.7012074340056387,12.654083322079302,-4.690676569085266,background,
-18.621094417450085,0.15125240340016433,-12.091068917938944,background,
5.980344950790794,18.173716294339137,-8.013735759506954,background,
-17.339163945047986,-15.788961849552297,-18.01580736496097,background,
-18.3737125020871,-19.051695746213,-6.758560678172664,background,
11.663708966740796,12.869068436998838,8.772729787543483,background,
18.648831412604927,13.360620624234699,-13.29528660931147,background,
8.590188613648184,-15.066568350971767,-15.475045082839824,background,
13.610313479658515,6.870774197226904,5.1381003119546875,background,
3.8665349426952176,-15.317324124602468,17.177973251692976,background,
-11.61482722659863,-15.223507447715253,6.665828019389156,background,
6.393450425318665,14.405926648514267,10.11212701043921,background,
8.42908584267807,2.9473492736639813,-0.37748353786524547,background,
16.622483225678494,15.442775353702082,15.059804068346054,background,
13.138733301010262,-15.393088715594644,17.640253768583932,background,
11.186524682444077,-13.455207242016463,9.034056110866157,background,
-9.467797933561442,-8.031616215100277,-8.752667422092419,background,
9.540963478734117,-8.750342078499722,-6.701752792145314,background,
14.934173717131934,-17.61400502294824,-9.836454607974115,background,
