dim_1,dim_2,dim_3
-2.8434677048249988,-1.4885351521072536,-6.1246822930624845
7.642635748433765,3.145314733475022,10.035961791910406
-4.639702543611012,13.453310900540806,-2.7655684748197054
8.330913849184096,10.80269750235361,-11.233513189842515
12.265930350714655,-5.274947424344081,-15.159337739017253
19.085662077575563,13.935738826161199,-14.919015740406362
-1.0191294687487549,18.107713918428736,-12.59426680719756
14.719910293112036,17.640104153530217,9.168781382293922
-3.7994383261185547,-5.209936738317452,2.226138901630378
18.611531551707237,16.354504655348173,13.046060214996523
7.6694525657878145,-12.999977384867062,11.648366967089721
7.079879112539913,-11.126449219886316,-0.8583622304357021
4.358760116741351,8.845991053628278,14.720623294813521
7.615394062115534,-15.167623344560992,6.346742842132951
12.279723083344493,-3.090837916899577,-4.3527350534160725
-3.4942712410641406,-17.870277009558997,8.468567314930535
15.76337575909863,19.522835822421698,3.926588448177565
-0.4088368834573828,5.271803383398893,-11.57475583165037
-6.686643671911199,0.4581365274690796,1.8470537413971222
4.39218221293585,6.4143670414284415,-6.341333187331726
0.3783527015160857,-1.7229660981242922,6.840256904260123
-11.044728820786641,-14.899774746649278,-7.922314426169201
7.620991135981733,14.202523156648247,12.676869622633674
1.9833640287818923,-11.002635859419275,-14.49100567851608
13.941891826016999,9.350949994934517,7.325025957308419
11.988494477955363,19.866852852803298,-4.930764572400195
-8.154093926664538,11.410661656542981,-17.058024229498933
-19.27656606147697,-8.763468685823476,0.5986569644857234
-4.741275131361341,-6.3550329867601185,-6.712158233237906
8.54632646301853,9.300146636082793,-4.4202238714052875
-2.966190474813459,-9.934197251985083,6.3454995099571185
19.996367466652117,1.658964610614163,-9.251006769734268
-16.157220502116232,-8.187197059949888,4.206459460815587
-5.463072919988111,-5.051776943958902,7.972069926136651
-7.966920515225215,19.53084602533029,14.972243176181543
10.726398307222617,6.313694858371566,-7.644567008868673
-6.028059251172856,10.003893877556393,3.0306248091319112
3.2898738649837327,13.668571726626823,15.202058857452705
-4.574895058294167,-13.203185499318977,-8.78391691902873
17.333602243052823,-18.979009614441114,-5.625923650709662
8.823892155299799,7.412831619304722,18.544184484922297
-3.6960897503001497,-7.742228033356806,-19.441402054723827
-10.183681619322593,-9.15294046203826,3.6676133150130994
19.13075742823799,6.796972224259527,10.056697580178277
-8.397227320575308,-3.4426823598689538,-0.8368905369314952
19.705817156036638,4.2079399085034765,0.906517679787207
-3.443418043399987,1.9901234241758559,-17.647126211246658
6.043703777982223,-8.411657883394454,3.1571372779183093
19.165583412404892,2.9157817930249728,-15.313167781367545
-17.450291401545293,7.931236915062534,11.471041340483922
17.180095768432224,16.692500629687707,0.1246210961386538
14.528912939753418,-7.364224885949584,-18.191453342224268
19.15716879215166,-18.118092012438943,8.96177168807791
-8.789238825569798,-15.577919641092146,1.4895528857701947
-17.39827591220027,-13.750236890543658,2.172716595123468
-9.439824386965064,8.416624269263508,4.980910986148267
8.750537795896093,-4.3727237060916515,7.0756343136719835
11.78441668580746,-16.648931938702944,19.92575189713029
-4.719567935145843,8.868126982583867,15.634609783212397
12.130703029921023,-18.098082580204604,5.266410164772072
6.486195910488576,5.764070449556748,-18.667132698895696
-7.393795341704745,10.111094928392468,-8.90367714706191
-14.948680419612579,-16.55237569032847,7.365108159066033
2.409792099748458,3.2544455500417087,-19.618780118338712
-13.263722467973981,7.141064647329181,-13.71620807649128
3.8715259470225476,-6.828171746331861,-12.985369909421332
16.001688940930833,-11.528382731306298,18.690876107033347
-8.368583298359415,-7.767224758117365,-11.088528223502099
14.445414150801952,-3.965137737496253,3.6840148515222424
14.910771431651604,11.619114391787903,16.2210560569737
-1.6799082951798816,-6.914208938848514,9.91103895017946
-9.71748640765044,1.4659542894210702,16.33395963633111
6.276342962333565,-18.293394803830175,-1.7811573967355727
10.9739779074715,9.854587944808827,15.793075950251499
7.203277805667408,18.45757920719096,11.654847031502715
4.915526060136145,-0.43812970142374397,-9.464752118118476
-8.107945596821938,16.414926656146463,18.695134487360676
9.133628713240533,-7.131702770841866,-17.283254067592253
-2.6536747508517955,6.3607776037084065,-7.199359298238397
15.28131903673706,-14.914961198825086,-1.3625836130310311
-10.48452345405642,3.6096203326750924,-9.133177083781767
15.776819694698311,-0.44426632273009403,-1.3120888917080293
